session_id,arrival_time,departure_time,battery_capacity_kwh,soc_start,soc_target,energy_needed_kwh,charger_power_kw
S1450,2023-02-23 18:00:00,2023-02-24 07:00:00,82,0.213,0.876,54.355,11.0
S1451,2023-02-23 21:00:00,2023-02-24 08:00:00,75,0.258,0.606,26.112,3.7
S1452,2023-02-23 16:00:00,2023-02-24 07:00:00,40,0.648,0.889,9.667,7.4
S1453,2023-02-23 16:00:00,2023-02-24 04:00:00,75,0.379,0.938,41.878,3.7
S1454,2023-02-23 18:00:00,2023-02-24 05:00:00,75,0.557,0.731,13.052,11.0
S1455,2023-02-23 21:00:00,2023-02-24 09:00:00,40,0.512,0.825,12.509,11.0
S1456,2023-02-23 19:00:00,2023-02-24 05:00:00,50,0.328,0.653,16.248,11.0
S1457,2023-02-23 17:00:00,2023-02-24 08:00:00,60,0.218,0.776,33.454,3.7
S1458,2023-02-23 18:00:00,2023-02-24 09:00:00,82,0.643,0.862,17.977,11.0
S1459,2023-02-23 20:00:00,2023-02-24 08:00:00,60,0.409,0.562,9.206,3.7
S1460,2023-02-23 15:00:00,2023-02-24 09:00:00,82,0.502,0.713,17.3,7.4
S1461,2023-02-23 21:00:00,2023-02-24 06:00:00,50,0.62,0.819,9.953,7.4
S1462,2023-02-23 19:00:00,2023-02-24 06:00:00,75,0.576,0.823,18.542,11.0
S1463,2023-02-23 18:00:00,2023-02-24 06:00:00,82,0.527,0.793,21.835,3.7
S1464,2023-02-23 20:00:00,2023-02-24 07:00:00,50,0.39,0.881,24.543,11.0
S1465,2023-02-23 15:00:00,2023-02-24 05:00:00,75,0.289,0.883,44.548,3.7
S1466,2023-02-23 21:00:00,2023-02-24 07:00:00,60,0.42,0.843,25.371,11.0
S1467,2023-02-23 18:00:00,2023-02-24 04:00:00,82,0.236,0.693,37.502,3.7
S1468,2023-02-23 18:00:00,2023-02-24 10:00:00,60,0.549,0.842,17.57,11.0
S1469,2023-02-23 22:00:00,2023-02-24 08:00:00,60,0.185,0.894,42.545,11.0
S1470,2023-02-23 20:00:00,2023-02-24 08:00:00,50,0.241,0.579,16.893,7.4
S1471,2023-02-24 18:00:00,2023-02-25 07:00:00,50,0.171,0.721,,3.7
S1472,2023-02-24 23:00:00,2023-02-25 06:00:00,60,0.243,0.632,23.35,3.7
S1473,2023-02-24 20:00:00,2023-02-25 08:00:00,40,0.477,0.768,11.661,11.0
S1474,2023-02-24 16:00:00,2023-02-25 08:00:00,75,0.507,0.668,12.059,3.7
S1475,2023-02-24 21:00:00,2023-02-25 10:00:00,60,0.582,0.759,10.613,3.7
S1476,2023-02-24 14:00:00,2023-02-25 06:00:00,50,0.219,0.603,19.194,11.0
S1477,2023-02-24 20:00:00,2023-02-25 07:00:00,60,0.631,0.879,14.873,3.7
S1478,2023-02-24 18:00:00,2023-02-25 06:00:00,75,0.641,0.919,20.864,3.7
S1479,2023-02-24 20:00:00,2023-02-25 10:00:00,50,0.362,0.625,13.139,11.0
S1480,2023-02-24 20:00:00,2023-02-25 08:00:00,60,0.178,0.87,41.554,11.0
S1481,2023-02-24 20:00:00,2023-02-25 08:00:00,40,0.279,0.853,22.948,11.0
S1482,2023-02-24 19:00:00,2023-02-25 08:00:00,82,0.412,0.921,41.737,3.7
S1483,2023-02-24 19:00:00,2023-02-25 08:00:00,75,0.396,0.625,17.126,11.0
S1484,2023-02-24 14:00:00,2023-02-25 08:00:00,50,0.565,0.912,17.339,11.0
S1485,2023-02-24 17:00:00,2023-02-25 08:00:00,60,0.302,0.553,15.083,11.0
S1486,2023-02-24 18:00:00,2023-02-25 07:00:00,75,0.473,0.722,18.699,7.4
S1487,2023-02-24 17:00:00,2023-02-25 07:00:00,50,0.211,0.581,18.524,7.4
S1488,2023-02-24 22:00:00,2023-02-25 04:00:00,75,0.205,0.794,44.169,3.7
S1489,2023-02-25 16:00:00,2023-02-26 08:00:00,82,0.46,0.94,39.288,7.4
S1490,2023-02-25 13:00:00,2023-02-26 09:00:00,82,0.396,0.803,33.364,11.0
S1491,2023-02-25 18:00:00,2023-02-26 10:00:00,60,0.391,0.624,13.94,7.4
S1492,2023-02-25 19:00:00,2023-02-26 08:00:00,60,0.478,0.737,15.583,7.4
S1493,2023-02-25 15:00:00,2023-02-26 10:00:00,50,0.324,0.71,19.286,7.4
S1494,2023-02-25 23:00:00,2023-02-26 09:00:00,40,0.235,0.739,20.182,11.0
S1495,2023-02-25 16:00:00,2023-02-26 11:00:00,75,0.248,0.596,26.116,7.4
S1496,2023-02-25 15:00:00,2023-02-26 09:00:00,82,0.647,0.922,22.575,3.7
S1497,2023-02-25 18:00:00,2023-02-26 09:00:00,60,0.168,0.857,41.329,11.0
S1498,2023-02-25 15:00:00,2023-02-26 11:00:00,50,0.189,0.872,34.167,3.7
S1499,2023-02-25 14:00:00,2023-02-26 08:00:00,40,0.431,0.586,6.201,11.0
S1500,2023-02-25 16:00:00,2023-02-26 08:00:00,82,0.509,0.689,14.816,3.7
S1501,2023-02-25 18:00:00,2023-02-26 08:00:00,50,0.186,0.836,32.516,3.7
S1502,2023-02-25 17:00:00,2023-02-26 09:00:00,75,0.323,0.73,30.561,11.0
S1503,2023-02-25 16:00:00,2023-02-26 09:00:00,82,0.384,0.904,42.632,11.0
S1504,2023-02-25 18:00:00,2023-02-26 08:00:00,40,0.181,0.701,20.796,7.4
S1505,2023-02-25 15:00:00,2023-02-26 08:00:00,82,0.619,0.771,12.486,7.4
S1506,2023-02-25 16:00:00,2023-02-26 07:00:00,75,0.35,0.694,25.83,7.4
S1507,2023-02-25 19:00:00,2023-02-26 10:00:00,82,0.641,0.801,13.081,11.0
S1508,2023-02-25 18:00:00,2023-02-26 11:00:00,40,0.456,0.688,9.297,3.7
S1509,2023-02-25 17:00:00,2023-02-26 09:00:00,50,0.327,0.76,21.657,7.4
S1510,2023-02-25 14:00:00,2023-02-26 10:00:00,60,0.304,0.601,17.802,3.7
S1511,2023-02-25 12:00:00,2023-02-26 12:00:00,40,0.379,0.889,20.41,11.0
S1512,2023-02-25 19:00:00,2023-02-26 09:00:00,50,0.324,0.822,24.902,3.7
S1513,2023-02-25 15:00:00,2023-02-26 11:00:00,75,0.592,0.887,22.166,11.0
S1514,2023-02-25 13:00:00,2023-02-26 07:00:00,40,0.22,0.638,16.701,3.7
S1515,2023-02-25 15:00:00,2023-02-26 09:00:00,50,0.645,0.931,14.305,11.0
S1516,2023-02-25 14:00:00,2023-02-26 09:00:00,75,0.446,0.926,35.952,11.0
S1517,2023-02-25 14:00:00,2023-02-26 13:00:00,75,0.618,0.948,24.754,3.7
S1518,2023-02-25 18:00:00,2023-02-26 08:00:00,40,0.286,0.857,22.852,11.0
S1519,2023-02-25 17:00:00,2023-02-26 12:00:00,50,0.571,0.876,15.266,3.7
S1520,2023-02-25 18:00:00,2023-02-26 06:00:00,82,0.335,0.905,46.808,3.7
S1521,2023-02-25 15:00:00,2023-02-26 09:00:00,40,0.288,0.812,20.962,3.7
S1522,2023-02-26 17:00:00,2023-02-27 10:00:00,82,0.308,0.755,36.7,3.7
S1523,2023-02-26 14:00:00,2023-02-27 07:00:00,60,0.273,0.851,34.689,3.7
S1524,2023-02-26 18:00:00,2023-02-27 10:00:00,50,0.625,0.9,13.761,11.0
S1525,2023-02-26 19:00:00,2023-02-27 10:00:00,82,0.259,0.767,41.635,7.4
S1526,2023-02-26 18:00:00,2023-02-27 09:00:00,82,0.568,0.875,25.197,11.0
S1527,2023-02-26 17:00:00,2023-02-27 10:00:00,75,0.286,0.746,34.502,7.4
S1528,2023-02-26 13:00:00,2023-02-27 09:00:00,75,0.474,0.751,20.78,7.4
S1529,2023-02-26 15:00:00,2023-02-27 10:00:00,82,0.546,0.739,15.858,3.7
S1530,2023-02-26 17:00:00,2023-02-27 08:00:00,75,0.208,0.712,37.753,11.0
S1531,2023-02-26 17:00:00,2023-02-27 09:00:00,60,0.174,0.82,38.756,7.4
S1532,2023-02-26 19:00:00,2023-02-27 08:00:00,82,0.301,0.603,24.719,11.0
S1533,2023-02-26 17:00:00,2023-02-27 07:00:00,40,0.437,0.919,19.28,3.7
S1534,2023-02-26 12:00:00,2023-02-27 08:00:00,60,0.284,0.572,17.278,7.4
S1535,2023-02-26 19:00:00,2023-02-27 10:00:00,82,0.462,0.946,39.652,3.7
S1536,2023-02-26 15:00:00,2023-02-27 07:00:00,82,0.198,0.692,40.507,3.7
S1537,2023-02-26 18:00:00,2023-02-27 13:00:00,50,0.417,0.78,18.126,7.4
S1538,2023-02-26 17:00:00,2023-02-27 12:00:00,82,0.181,0.905,59.388,7.4
S1539,2023-02-26 16:00:00,2023-02-27 08:00:00,40,0.447,0.881,17.385,7.4
S1540,2023-02-26 18:00:00,2023-02-27 08:00:00,82,0.601,0.94,27.836,11.0
S1541,2023-02-26 15:00:00,2023-02-27 05:00:00,75,0.301,0.614,23.475,7.4
S1542,2023-02-26 17:00:00,2023-02-27 10:00:00,82,0.163,0.778,50.491,3.7
S1543,2023-02-26 16:00:00,2023-02-27 08:00:00,82,0.639,0.871,19.004,7.4
S1544,2023-02-26 16:00:00,2023-02-27 11:00:00,75,0.568,0.889,24.106,7.4
S1545,2023-02-26 16:00:00,2023-02-27 08:00:00,75,0.63,0.945,23.613,3.7
S1546,2023-02-26 17:00:00,2023-02-27 10:00:00,60,0.343,0.927,35.064,3.7
S1547,2023-02-26 14:00:00,2023-02-27 09:00:00,82,0.304,0.732,35.042,11.0
S1548,2023-02-27 14:00:00,2023-02-28 07:00:00,40,0.243,0.713,18.769,11.0
S1549,2023-02-27 16:00:00,2023-02-28 06:00:00,60,0.62,0.795,10.517,7.4
S1550,2023-02-27 16:00:00,2023-02-28 07:00:00,75,0.199,0.601,30.142,11.0
S1551,2023-02-27 19:00:00,2023-02-28 05:00:00,75,0.373,0.695,24.13,11.0
S1552,2023-02-27 18:00:00,2023-02-28 05:00:00,40,0.151,0.673,20.901,7.4
S1553,2023-02-27 17:00:00,2023-02-28 08:00:00,50,0.404,0.828,21.216,3.7
S1554,2023-02-27 17:00:00,2023-02-28 09:00:00,50,0.485,0.72,11.736,3.7
S1555,2023-02-27 18:00:00,2023-02-28 10:00:00,50,0.519,0.827,15.442,11.0
S1556,2023-02-27 16:00:00,2023-02-28 05:00:00,75,0.273,0.708,32.607,3.7
S1557,2023-02-27 17:00:00,2023-02-28 09:00:00,82,0.258,0.787,43.438,11.0
S1558,2023-02-27 20:00:00,2023-02-28 09:00:00,82,0.248,0.737,40.119,7.4
S1559,2023-02-27 15:00:00,2023-02-28 08:00:00,40,0.581,0.778,7.864,7.4
S1560,2023-02-27 16:00:00,2023-02-28 06:00:00,50,0.516,0.678,8.108,7.4
S1561,2023-02-27 16:00:00,2023-02-28 09:00:00,75,0.161,0.761,44.965,7.4
S1562,2023-02-27 22:00:00,2023-02-28 06:00:00,40,0.25,0.879,25.171,11.0
S1563,2023-02-27 14:00:00,2023-02-28 09:00:00,82,0.44,0.758,26.09,7.4
S1564,2023-02-27 18:00:00,2023-02-28 08:00:00,75,0.623,0.936,23.448,3.7
S1565,2023-02-27 16:00:00,2023-02-28 07:00:00,75,0.545,0.715,12.691,7.4
S1566,2023-02-27 22:00:00,2023-02-28 04:00:00,75,0.219,0.614,29.67,3.7
S1567,2023-02-27 20:00:00,2023-02-28 06:00:00,50,0.296,0.768,23.605,7.4
S1568,2023-02-27 19:00:00,2023-02-28 05:00:00,50,0.453,0.739,14.313,11.0
S1569,2023-02-27 20:00:00,2023-02-28 05:00:00,75,0.518,0.813,22.098,7.4
S1570,2023-02-27 21:00:00,2023-02-28 12:00:00,82,0.159,0.65,40.27,7.4
S1571,2023-02-27 18:00:00,2023-02-28 05:00:00,82,0.401,0.775,30.652,7.4
S1572,2023-02-27 19:00:00,2023-02-28 08:00:00,50,0.537,0.908,18.545,11.0
S1573,2023-02-27 15:00:00,2023-02-28 06:00:00,40,0.629,0.903,10.95,3.7
S1574,2023-02-27 18:00:00,2023-02-28 06:00:00,50,0.359,0.717,17.901,7.4
S1575,2023-02-27 19:00:00,2023-02-28 06:00:00,82,0.586,0.807,18.13,11.0
S1576,2023-02-28 14:00:00,2023-03-01 09:00:00,75,0.418,0.722,22.756,11.0
S1577,2023-02-28 17:00:00,2023-03-01 06:00:00,82,0.401,0.895,40.516,3.7
S1578,2023-02-28 22:00:00,2023-03-01 05:00:00,40,0.594,0.9,12.221,7.4
S1579,2023-02-28 18:00:00,2023-03-01 06:00:00,82,0.576,0.807,18.933,3.7
S1580,2023-02-28 16:00:00,2023-03-01 08:00:00,82,0.417,0.762,28.355,3.7
S1581,2023-02-28 17:00:00,2023-03-01 07:00:00,60,0.535,0.862,19.637,3.7
S1582,2023-02-28 16:00:00,2023-03-01 11:00:00,75,0.269,0.709,33.054,7.4
S1583,2023-02-28 15:00:00,2023-03-01 07:00:00,82,0.249,0.918,54.884,7.4
S1584,2023-02-28 17:00:00,2023-03-01 06:00:00,60,0.278,0.818,32.407,3.7
S1585,2023-02-28 21:00:00,2023-03-01 07:00:00,40,0.505,0.9,15.785,3.7
S1586,2023-02-28 19:00:00,2023-03-01 06:00:00,82,0.241,0.92,55.697,7.4
S1587,2023-02-28 21:00:00,2023-03-01 05:00:00,50,0.333,0.808,23.751,3.7
S1588,2023-02-28 21:00:00,2023-03-01 08:00:00,50,0.455,0.883,21.445,3.7
S1589,2023-02-28 21:00:00,2023-03-01 07:00:00,60,0.637,0.836,11.965,11.0
S1590,2023-02-28 19:00:00,2023-03-01 05:00:00,60,0.441,0.643,12.084,3.7
S1591,2023-02-28 21:00:00,2023-03-01 08:00:00,75,0.538,0.71,12.901,7.4
S1592,2023-02-28 16:00:00,2023-03-01 08:00:00,75,0.22,0.818,44.87,7.4
S1593,2023-02-28 17:00:00,2023-03-01 07:00:00,60,0.332,0.782,27.014,7.4
S1594,2023-02-28 20:00:00,2023-03-01 08:00:00,40,0.459,0.657,7.92,3.7
S1595,2023-02-28 18:00:00,2023-03-01 03:00:00,82,0.457,0.617,13.087,11.0
S1596,2023-02-28 16:00:00,2023-03-01 06:00:00,50,0.321,0.581,12.974,3.7
S1597,2023-02-28 18:00:00,2023-03-01 08:00:00,75,0.21,0.648,32.88,7.4
S1598,2023-02-28 15:00:00,2023-03-01 07:00:00,60,0.448,0.718,16.245,11.0
S1599,2023-03-01 19:00:00,2023-03-02 06:00:00,82,0.446,0.77,26.543,3.7
S1600,2023-03-01 16:00:00,2023-03-02 07:00:00,40,0.232,0.875,25.731,7.4
S1601,2023-03-01 22:00:00,2023-03-02 04:00:00,60,0.533,0.882,20.935,11.0
S1602,2023-03-01 14:00:00,2023-03-02 07:00:00,82,0.564,0.872,25.299,7.4
S1603,2023-03-01 17:00:00,2023-03-02 06:00:00,82,0.435,0.598,13.369,7.4
S1604,2023-03-01 15:00:00,2023-03-02 08:00:00,40,0.471,0.934,18.511,11.0
S1605,2023-03-01 17:00:00,2023-03-02 08:00:00,40,0.642,0.936,11.743,11.0
S1606,2023-03-01 17:00:00,2023-03-02 07:00:00,82,0.352,0.677,26.642,7.4
S1607,2023-03-01 19:00:00,2023-03-02 08:00:00,75,0.21,0.919,53.181,11.0
S1608,2023-03-01 15:00:00,2023-03-02 08:00:00,75,0.531,0.933,30.193,11.0
S1609,2023-03-01 18:00:00,2023-03-02 06:00:00,50,0.627,0.814,9.323,3.7
S1610,2023-03-01 15:00:00,2023-03-02 08:00:00,40,0.366,0.937,22.864,3.7
S1611,2023-03-01 21:00:00,2023-03-02 03:00:00,82,0.315,0.6,23.382,11.0
S1612,2023-03-01 19:00:00,2023-03-02 05:00:00,60,0.235,0.593,21.528,11.0
S1613,2023-03-01 19:00:00,2023-03-02 07:00:00,50,0.313,0.666,17.622,11.0
S1614,2023-03-01 23:00:00,2023-03-02 10:00:00,40,0.238,0.86,24.878,7.4
S1615,2023-03-01 19:00:00,2023-03-02 03:00:00,40,0.426,0.942,20.652,7.4
S1616,2023-03-01 13:00:00,2023-03-02 08:00:00,82,0.542,0.922,31.126,3.7
S1617,2023-03-01 19:00:00,2023-03-02 05:00:00,75,0.159,0.713,41.585,3.7
S1618,2023-03-01 12:00:00,2023-03-02 07:00:00,40,0.648,0.825,7.084,3.7
S1619,2023-03-02 18:00:00,2023-03-03 08:00:00,60,0.589,0.799,12.581,7.4
S1620,2023-03-02 21:00:00,2023-03-03 07:00:00,75,0.282,0.884,45.136,7.4
S1621,2023-03-02 19:00:00,2023-03-03 07:00:00,50,0.153,0.569,20.806,7.4
S1622,2023-03-02 21:00:00,2023-03-03 06:00:00,60,0.362,0.76,23.911,11.0
S1623,2023-03-02 18:00:00,2023-03-03 08:00:00,75,0.638,0.944,22.917,3.7
S1624,2023-03-02 14:00:00,2023-03-03 10:00:00,82,0.596,0.831,19.252,7.4
S1625,2023-03-02 20:00:00,2023-03-03 07:00:00,82,0.554,0.768,17.561,3.7
S1626,2023-03-02 15:00:00,2023-03-03 06:00:00,60,0.409,0.636,13.62,3.7
S1627,2023-03-02 19:00:00,2023-03-03 07:00:00,50,0.541,0.738,9.837,3.7
S1628,2023-03-02 15:00:00,2023-03-03 07:00:00,82,0.566,0.85,23.304,7.4
S1629,2023-03-02 18:00:00,2023-03-03 08:00:00,40,0.241,0.797,22.213,7.4
S1630,2023-03-02 14:00:00,2023-03-03 09:00:00,50,0.338,0.744,20.341,7.4
S1631,2023-03-02 15:00:00,2023-03-03 09:00:00,50,0.298,0.796,24.927,3.7
S1632,2023-03-02 18:00:00,2023-03-03 08:00:00,50,0.194,0.846,32.595,3.7
S1633,2023-03-02 19:00:00,2023-03-03 08:00:00,40,0.322,0.809,19.484,7.4
S1634,2023-03-02 21:00:00,2023-03-03 09:00:00,75,0.496,0.666,12.737,3.7
S1635,2023-03-02 15:00:00,2023-03-03 09:00:00,40,0.309,0.803,19.756,3.7
S1636,2023-03-02 22:00:00,2023-03-03 05:00:00,82,0.424,0.705,23.053,7.4
S1637,2023-03-02 19:00:00,2023-03-03 06:00:00,60,0.165,0.702,32.255,11.0
S1638,2023-03-02 21:00:00,2023-03-03 08:00:00,75,0.335,0.635,22.531,11.0
S1639,2023-03-02 19:00:00,2023-03-03 05:00:00,40,0.321,0.661,13.598,11.0
S1640,2023-03-02 22:00:00,2023-03-03 08:00:00,50,0.567,0.725,7.885,3.7
S1641,2023-03-02 13:00:00,2023-03-03 06:00:00,50,0.347,0.659,15.612,11.0
S1642,2023-03-02 18:00:00,2023-03-03 07:00:00,40,0.189,0.818,25.139,7.4
S1643,2023-03-02 17:00:00,2023-03-03 08:00:00,40,0.257,0.8,21.723,3.7
S1644,2023-03-02 20:00:00,2023-03-03 06:00:00,75,0.218,0.583,27.358,11.0
S1645,2023-03-02 18:00:00,2023-03-03 07:00:00,40,0.224,0.739,20.626,7.4
S1646,2023-03-02 17:00:00,2023-03-03 07:00:00,40,0.349,0.719,14.824,7.4
S1647,2023-03-02 17:00:00,2023-03-03 08:00:00,40,0.504,0.927,16.935,11.0
S1648,2023-03-03 20:00:00,2023-03-04 07:00:00,40,0.266,0.651,15.399,3.7
S1649,2023-03-03 19:00:00,2023-03-04 10:00:00,82,0.296,0.873,47.378,11.0
S1650,2023-03-03 16:00:00,2023-03-04 06:00:00,50,0.551,0.833,14.089,7.4
S1651,2023-03-03 17:00:00,2023-03-04 07:00:00,50,0.572,0.767,9.728,11.0
S1652,2023-03-03 17:00:00,2023-03-04 05:00:00,50,0.239,0.763,26.2,7.4
S1653,2023-03-03 19:00:00,2023-03-04 09:00:00,82,0.428,0.586,12.933,11.0
S1654,2023-03-03 17:00:00,2023-03-04 07:00:00,40,0.215,0.69,18.991,7.4
S1655,2023-03-03 15:00:00,2023-03-04 08:00:00,82,0.196,0.798,49.343,11.0
S1656,2023-03-03 16:00:00,2023-03-04 07:00:00,75,0.606,0.845,17.951,3.7
S1657,2023-03-03 18:00:00,2023-03-04 07:00:00,40,0.584,0.818,9.389,11.0
S1658,2023-03-03 18:00:00,2023-03-04 05:00:00,75,0.565,0.723,11.859,7.4
S1659,2023-03-03 13:00:00,2023-03-04 07:00:00,50,0.156,0.631,23.748,7.4
S1660,2023-03-03 23:00:00,2023-03-04 07:00:00,40,0.247,0.741,19.75,3.7
S1661,2023-03-03 17:00:00,2023-03-04 06:00:00,82,0.424,0.638,17.528,3.7
S1662,2023-03-03 20:00:00,2023-03-04 07:00:00,40,0.564,0.865,12.026,11.0
S1663,2023-03-03 21:00:00,2023-03-04 05:00:00,82,0.177,0.86,56.01,7.4
S1664,2023-03-03 19:00:00,2023-03-04 10:00:00,40,0.191,0.844,26.126,11.0
S1665,2023-03-03 18:00:00,2023-03-04 10:00:00,40,0.344,0.588,9.763,7.4
S1666,2023-03-03 20:00:00,2023-03-04 08:00:00,40,0.315,0.765,18.003,11.0
S1667,2023-03-03 23:00:00,2023-03-04 08:00:00,40,0.526,0.846,12.805,3.7
S1668,2023-03-03 17:00:00,2023-03-04 09:00:00,82,0.179,0.892,58.504,3.7
S1669,2023-03-03 20:00:00,2023-03-04 07:00:00,40,0.572,0.897,12.979,3.7
S1670,2023-03-03 22:00:00,2023-03-04 07:00:00,40,0.328,0.806,19.107,11.0
S1671,2023-03-03 19:00:00,2023-03-04 10:00:00,50,0.337,0.736,19.918,7.4
S1672,2023-03-03 17:00:00,2023-03-04 07:00:00,60,0.545,0.753,12.504,7.4
S1673,2023-03-03 19:00:00,2023-03-04 10:00:00,75,0.544,0.811,19.999,11.0
S1674,2023-03-03 19:00:00,2023-03-04 07:00:00,75,0.423,0.92,37.24,7.4
S1675,2023-03-03 21:00:00,2023-03-04 05:00:00,75,0.522,0.879,26.798,3.7
S1676,2023-03-03 18:00:00,2023-03-04 07:00:00,50,0.271,0.617,17.311,11.0
S1677,2023-03-03 16:00:00,2023-03-04 07:00:00,40,0.364,0.86,19.84,11.0
S1678,2023-03-03 14:00:00,2023-03-04 07:00:00,82,0.243,0.922,55.618,7.4
S1679,2023-03-03 18:00:00,2023-03-04 07:00:00,60,0.519,0.875,21.378,11.0
S1680,2023-03-03 21:00:00,2023-03-04 07:00:00,60,0.48,0.937,27.434,11.0
S1681,2023-03-04 16:00:00,2023-03-05 08:00:00,50,0.621,0.842,11.062,3.7
S1682,2023-03-04 18:00:00,2023-03-05 10:00:00,75,0.402,0.733,24.857,3.7
S1683,2023-03-04 16:00:00,2023-03-05 09:00:00,50,0.455,0.849,19.715,3.7
S1684,2023-03-04 13:00:00,2023-03-05 12:00:00,60,0.215,0.887,40.346,11.0
S1685,2023-03-04 15:00:00,2023-03-05 07:00:00,50,0.206,0.584,18.88,7.4
S1686,2023-03-04 18:00:00,2023-03-05 08:00:00,82,0.49,0.812,26.326,3.7
S1687,2023-03-04 18:00:00,2023-03-05 11:00:00,40,0.649,0.947,11.934,11.0
S1688,2023-03-04 11:00:00,2023-03-05 06:00:00,50,0.368,0.721,17.68,7.4
S1689,2023-03-04 18:00:00,2023-03-05 10:00:00,82,0.388,0.837,36.872,7.4
S1690,2023-03-04 16:00:00,2023-03-05 08:00:00,40,0.206,0.745,21.537,3.7
S1691,2023-03-04 15:00:00,2023-03-05 09:00:00,75,0.467,0.672,15.388,3.7
S1692,2023-03-04 15:00:00,2023-03-05 11:00:00,75,0.599,0.807,15.606,3.7
S1693,2023-03-04 22:00:00,2023-03-05 11:00:00,40,0.56,0.757,7.871,3.7
S1694,2023-03-04 14:00:00,2023-03-05 10:00:00,50,0.251,0.567,15.805,11.0
S1695,2023-03-04 12:00:00,2023-03-05 08:00:00,60,0.449,0.851,24.123,3.7
S1696,2023-03-04 18:00:00,2023-03-05 10:00:00,50,0.461,0.768,15.331,7.4
S1697,2023-03-04 20:00:00,2023-03-05 10:00:00,40,0.413,0.708,11.789,11.0
S1698,2023-03-04 18:00:00,2023-03-05 06:00:00,50,0.582,0.733,7.537,11.0
S1699,2023-03-04 13:00:00,2023-03-05 09:00:00,82,0.615,0.787,14.089,3.7
S1700,2023-03-04 18:00:00,2023-03-05 12:00:00,40,0.491,0.805,12.554,7.4
S1701,2023-03-04 18:00:00,2023-03-05 07:00:00,50,0.504,0.838,16.711,3.7
S1702,2023-03-04 21:00:00,2023-03-05 09:00:00,40,0.619,0.852,9.315,7.4
S1703,2023-03-04 11:00:00,2023-03-05 07:00:00,60,0.205,0.735,31.8,3.7
S1704,2023-03-04 17:00:00,2023-03-05 11:00:00,75,0.16,0.853,51.995,7.4
S1705,2023-03-04 14:00:00,2023-03-05 11:00:00,60,0.534,0.703,10.138,11.0
S1706,2023-03-04 15:00:00,2023-03-05 10:00:00,75,0.512,0.775,19.758,7.4
S1707,2023-03-05 16:00:00,2023-03-06 05:00:00,82,0.279,0.85,46.894,11.0
S1708,2023-03-05 16:00:00,2023-03-06 10:00:00,50,0.42,0.838,20.893,11.0
S1709,2023-03-05 20:00:00,2023-03-06 09:00:00,82,0.568,0.817,20.383,11.0
S1710,2023-03-05 16:00:00,2023-03-06 08:00:00,75,0.459,0.836,28.268,11.0
S1711,2023-03-05 13:00:00,2023-03-06 10:00:00,60,0.594,0.887,17.58,3.7
S1712,2023-03-05 17:00:00,2023-03-06 06:00:00,75,0.218,0.622,30.324,11.0
S1713,2023-03-05 19:00:00,2023-03-06 10:00:00,75,0.192,0.859,50.014,7.4
S1714,2023-03-05 17:00:00,2023-03-06 09:00:00,40,0.201,0.643,17.685,11.0
S1715,2023-03-05 17:00:00,2023-03-06 08:00:00,50,0.516,0.778,13.076,3.7
S1716,2023-03-05 14:00:00,2023-03-06 07:00:00,50,0.278,0.902,31.181,7.4
S1717,2023-03-05 12:00:00,2023-03-06 09:00:00,60,0.495,0.713,13.033,11.0
S1718,2023-03-05 17:00:00,2023-03-06 10:00:00,40,0.211,0.748,21.459,7.4
S1719,2023-03-05 15:00:00,2023-03-06 10:00:00,60,0.367,0.595,13.639,11.0
S1720,2023-03-05 15:00:00,2023-03-06 08:00:00,75,0.516,0.764,18.58,3.7
S1721,2023-03-05 18:00:00,2023-03-06 11:00:00,40,0.182,0.627,17.779,7.4
S1722,2023-03-05 20:00:00,2023-03-06 07:00:00,75,0.437,0.618,13.526,11.0
S1723,2023-03-05 17:00:00,2023-03-06 11:00:00,82,0.279,0.579,24.613,3.7
S1724,2023-03-05 16:00:00,2023-03-06 11:00:00,82,0.214,0.871,53.889,11.0
S1725,2023-03-05 12:00:00,2023-03-06 11:00:00,82,0.526,0.695,13.816,7.4
S1726,2023-03-05 16:00:00,2023-03-06 10:00:00,82,0.173,0.786,50.261,7.4
S1727,2023-03-05 22:00:00,2023-03-06 11:00:00,40,0.481,0.681,8.015,11.0
S1728,2023-03-05 14:00:00,2023-03-06 08:00:00,82,0.3,0.948,53.15,7.4
S1729,2023-03-05 14:00:00,2023-03-06 09:00:00,50,0.37,0.869,24.966,3.7
S1730,2023-03-05 14:00:00,2023-03-06 09:00:00,75,0.403,0.571,12.569,7.4
S1731,2023-03-05 13:00:00,2023-03-06 09:00:00,50,0.312,0.718,20.266,7.4
S1732,2023-03-05 19:00:00,2023-03-06 07:00:00,75,0.167,0.751,43.837,3.7
S1733,2023-03-05 17:00:00,2023-03-06 08:00:00,40,0.397,0.717,12.795,11.0
S1734,2023-03-06 17:00:00,2023-03-07 06:00:00,60,0.4,0.892,29.499,3.7
S1735,2023-03-06 20:00:00,2023-03-07 08:00:00,50,0.49,0.916,21.302,3.7
S1736,2023-03-06 22:00:00,2023-03-07 05:00:00,75,0.248,0.602,26.575,3.7
S1737,2023-03-06 15:00:00,2023-03-07 08:00:00,75,0.273,0.923,48.755,3.7
S1738,2023-03-06 17:00:00,2023-03-07 07:00:00,75,0.354,0.655,22.577,11.0
S1739,2023-03-06 19:00:00,2023-03-07 06:00:00,82,0.614,0.808,15.931,7.4
